"eventID","measurementType","measurementValue"
"0403","max.forb.richness.quad","13"
"0403","forb.veg.richness","37"
"0403","forb.veg.shannon","2.53"
"0403","forb.veg.simpson","7.76"
"0403","forb.veg.even","0.7"
"0403","ratio.invasive.grass.to.forbs","0.86"
"0545","litter","41.53"
"0545","litter.depth","0.6"
"0545","poapra","1.86"
"0545","broine","0"
"0545","forb.cover","36.59"
"0545","ave.forb.richness.quad","5.59"
"0545","max.forb.richness.quad","10"
"0545","forb.veg.richness","37"
"0545","forb.veg.shannon","2.92"
"0545","forb.veg.simpson","13.72"
"0545","forb.veg.even","0.81"
"0545","ratio.invasive.grass.to.forbs","0.05"
"0539","litter","69.53"
"0539","litter.depth","3.36"
"0539","poapra","28.78"
"0539","broine","0"
"0539","forb.cover","29.26"
"0539","ave.forb.richness.quad","4.05"
"0539","max.forb.richness.quad","11"
"0539","forb.veg.richness","42"
"0539","forb.veg.shannon","2.58"
"0539","forb.veg.simpson","6.22"
"0539","forb.veg.even","0.69"
"0539","ratio.invasive.grass.to.forbs","0.98"
"0589","litter","29.53"
"0589","litter.depth","2.82"
"0589","poapra","34.8"
"0589","broine","0"
"0589","forb.cover","22.03"
"0589","ave.forb.richness.quad","3.54"
"0589","max.forb.richness.quad","7"
"0589","forb.veg.richness","24"
"0589","forb.veg.shannon","2.36"
"0589","forb.veg.simpson","6.05"
"0589","forb.veg.even","0.74"
"0589","ratio.invasive.grass.to.forbs","1.58"
"0583","litter","17.97"
"0583","litter.depth","0.91"
"0583","poapra","12.74"
"0583","broine","0.57"
"0583","forb.cover","30.91"
"0583","ave.forb.richness.quad","4.5"
"0583","max.forb.richness.quad","9"
"0583","forb.veg.richness","38"
"0583","forb.veg.shannon","2.96"
"0583","forb.veg.simpson","12.33"
"0583","forb.veg.even","0.81"
"0583","ratio.invasive.grass.to.forbs","0.43"
"0587","litter","26.79"
"0587","litter.depth","1.95"
"0587","poapra","36.69"
"0587","broine","0.07"
"0587","forb.cover","29.83"
"0587","ave.forb.richness.quad","4.03"
"0587","max.forb.richness.quad","6"
"0587","forb.veg.richness","37"
"0587","forb.veg.shannon","2.42"
"0587","forb.veg.simpson","6.76"
"0587","forb.veg.even","0.67"
"0587","ratio.invasive.grass.to.forbs","1.23"
"0523","litter","29.6"
"0523","litter.depth","1.15"
"0523","poapra","43.61"
"0523","broine","0.2"
"0523","forb.cover","47.06"
"0523","ave.forb.richness.quad","8.23"
"0523","max.forb.richness.quad","14"
"0523","forb.veg.richness","61"
"0523","forb.veg.shannon","3.27"
"0523","forb.veg.simpson","16.77"
"0523","forb.veg.even","0.79"
"0523","ratio.invasive.grass.to.forbs","0.93"
"0527","litter","75.41"
"0527","litter.depth","3.5"
"0527","poapra","28.01"
"0527","broine","30.34"
"0527","forb.cover","46.22"
"0527","ave.forb.richness.quad","5.66"
"0527","max.forb.richness.quad","16"
"0527","forb.veg.richness","50"
"0527","forb.veg.shannon","2.79"
"0527","forb.veg.simpson","9.09"
"0527","forb.veg.even","0.71"
"0527","ratio.invasive.grass.to.forbs","1.26"
"0467","litter","7.8"
"0467","litter.depth","1.69"
"0467","poapra","27.53"
"0467","broine","39.46"
"0467","forb.cover","28.65"
"0467","ave.forb.richness.quad","4.43"
"0467","max.forb.richness.quad","13"
"0467","forb.veg.richness","37"
"0467","forb.veg.shannon","2.79"
"0467","forb.veg.simpson","10.5"
"0467","forb.veg.even","0.77"
"0467","ratio.invasive.grass.to.forbs","2.34"
"0391","litter","31.81"
"0391","litter.depth","4.4"
"0391","poapra","17.4"
"0391","broine","18.24"
"0391","forb.cover","42.5"
"0391","ave.forb.richness.quad","4.97"
"0391","max.forb.richness.quad","12"
"0391","forb.veg.richness","33"
"0391","forb.veg.shannon","2.78"
"0391","forb.veg.simpson","12.02"
"0391","forb.veg.even","0.79"
"0391","ratio.invasive.grass.to.forbs","0.84"
"0409","litter","32.33"
"0409","litter.depth","0.54"
"0409","poapra","32.36"
"0409","broine","3.07"
"0409","forb.cover","25.3"
"0409","ave.forb.richness.quad","3.72"
"0409","max.forb.richness.quad","9"
"0409","forb.veg.richness","35"
"0409","forb.veg.shannon","2.64"
"0409","forb.veg.simpson","9.19"
"0409","forb.veg.even","0.74"
"0409","ratio.invasive.grass.to.forbs","1.4"
"0413","litter","13.72"
"0413","litter.depth","2.49"
"0413","poapra","32.36"
"0413","broine","7.33"
"0413","forb.cover","89.83"
"0413","ave.forb.richness.quad","11.15"
"0413","max.forb.richness.quad","19"
"0413","forb.veg.richness","58"
"0413","forb.veg.shannon","3.27"
"0413","forb.veg.simpson","17.84"
"0413","forb.veg.even","0.81"
"0413","ratio.invasive.grass.to.forbs","0.44"
"0383","litter","30.95"
"0383","litter.depth","3.46"
"0383","poapra","14.39"
"0383","broine","7.6"
"0383","forb.cover","46.86"
"0383","ave.forb.richness.quad","4.35"
"0383","max.forb.richness.quad","11"
"0383","forb.veg.richness","26"
"0383","forb.veg.shannon","1.74"
"0383","forb.veg.simpson","3.11"
"0383","forb.veg.even","0.53"
"0383","ratio.invasive.grass.to.forbs","0.47"
"0571","litter","40.41"
"0571","litter.depth","0.6"
"0571","poapra","18.28"
"0571","broine","3.07"
"0571","forb.cover","14.19"
"0571","ave.forb.richness.quad","2.34"
"0571","max.forb.richness.quad","6"
"0571","forb.veg.richness","15"
"0571","forb.veg.shannon","1.42"
"0571","forb.veg.simpson","2.54"
"0571","forb.veg.even","0.53"
"0571","ratio.invasive.grass.to.forbs","1.5"
"0449","litter","44.36"
"0449","litter.depth","1.32"
"0449","poapra","19.26"
"0449","broine","10.03"
"0449","forb.cover","18.51"
"0449","ave.forb.richness.quad","3.38"
"0449","max.forb.richness.quad","7"
"0449","forb.veg.richness","37"
"0449","forb.veg.shannon","2.76"
"0449","forb.veg.simpson","10.11"
"0449","forb.veg.even","0.76"
"0449","ratio.invasive.grass.to.forbs","1.58"
"0461","litter","33.11"
"0461","litter.depth","1.31"
"0461","poapra","35.81"
"0461","broine","7.26"
"0461","forb.cover","27.53"
"0461","ave.forb.richness.quad","5.19"
"0461","max.forb.richness.quad","10"
"0461","forb.veg.richness","37"
"0461","forb.veg.shannon","2.65"
"0461","forb.veg.simpson","8.56"
"0461","forb.veg.even","0.73"
"0461","ratio.invasive.grass.to.forbs","1.56"
"0477","litter","38.89"
"0477","litter.depth","5.09"
"0477","poapra","21.62"
"0477","broine","34.59"
"0477","forb.cover","8.92"
"0477","ave.forb.richness.quad","1.49"
"0477","max.forb.richness.quad","4"
"0477","forb.veg.richness","11"
"0477","forb.veg.shannon","1.5"
"0477","forb.veg.simpson","3.53"
"0477","forb.veg.even","0.63"
"0477","ratio.invasive.grass.to.forbs","6.3"
"0421","litter","28.55"
"0421","litter.depth","8.55"
"0421","poapra","40.2"
"0421","broine","29.73"
"0421","forb.cover","19.59"
"0421","ave.forb.richness.quad","2.66"
"0421","max.forb.richness.quad","6"
"0421","forb.veg.richness","18"
"0421","forb.veg.shannon","1.93"
"0421","forb.veg.simpson","5.02"
"0421","forb.veg.even","0.67"
"0421","ratio.invasive.grass.to.forbs","3.57"
"0365","litter","60.24"
"0365","litter.depth","9"
"0365","poapra","14.05"
"0365","broine","30.81"
"0365","forb.cover","27.74"
"0365","ave.forb.richness.quad","3.93"
"0365","max.forb.richness.quad","10"
"0365","forb.veg.richness","38"
"0365","forb.veg.shannon","2.85"
"0365","forb.veg.simpson","12.54"
"0365","forb.veg.even","0.78"
"0365","ratio.invasive.grass.to.forbs","1.62"
"0427","litter","51.11"
"0427","litter.depth","0.77"
"0427","poapra","17.3"
"0427","broine","19.76"
"0427","forb.cover","14.66"
"0427","ave.forb.richness.quad","2.57"
"0427","max.forb.richness.quad","7"
"0427","forb.veg.richness","25"
"0427","forb.veg.shannon","2.41"
"0427","forb.veg.simpson","8.39"
"0427","forb.veg.even","0.75"
"0427","ratio.invasive.grass.to.forbs","2.53"
"0485","litter","29.73"
"0485","litter.depth","0.88"
"0485","poapra","7.16"
"0485","broine","38.51"
"0485","forb.cover","27.5"
"0485","ave.forb.richness.quad","4.18"
"0485","max.forb.richness.quad","10"
"0485","forb.veg.richness","34"
"0485","forb.veg.shannon","2.79"
"0485","forb.veg.simpson","10.19"
"0485","forb.veg.even","0.79"
"0485","ratio.invasive.grass.to.forbs","1.66"
"0393","litter","6.39"
"0393","litter.depth","0.23"
"0393","poapra","19.86"
"0393","broine","7.87"
"0393","forb.cover","43.72"
"0393","ave.forb.richness.quad","3.62"
"0393","max.forb.richness.quad","7"
"0393","forb.veg.richness","18"
"0393","forb.veg.shannon","1.83"
"0393","forb.veg.simpson","4.1"
"0393","forb.veg.even","0.63"
"0393","ratio.invasive.grass.to.forbs","0.63"
"0399","litter","27.94"
"0399","litter.depth","1.54"
"0399","poapra","32.09"
"0399","broine","1.93"
"0399","forb.cover","39.49"
"0399","ave.forb.richness.quad","4.43"
"0399","max.forb.richness.quad","12"
"0399","forb.veg.richness","41"
"0399","forb.veg.shannon","2.75"
"0399","forb.veg.simpson","10.25"
"0399","forb.veg.even","0.74"
"0399","ratio.invasive.grass.to.forbs","0.86"
"0487","litter","20.61"
"0487","litter.depth","2.19"
"0487","poapra","11.69"
"0487","broine","10.14"
"0487","forb.cover","37.91"
"0487","ave.forb.richness.quad","5.81"
"0487","max.forb.richness.quad","11"
"0487","forb.veg.richness","44"
"0487","forb.veg.shannon","3.07"
"0487","forb.veg.simpson","13.6"
"0487","forb.veg.even","0.81"
"0487","ratio.invasive.grass.to.forbs","0.58"
"0347","litter","61.89"
"0347","litter.depth","3.38"
"0347","poapra","25.64"
"0347","broine","18.31"
"0347","forb.cover","20.71"
"0347","ave.forb.richness.quad","3.07"
"0347","max.forb.richness.quad","11"
"0347","forb.veg.richness","32"
"0347","forb.veg.shannon","1.7"
"0347","forb.veg.simpson","2.4"
"0347","forb.veg.even","0.49"
"0347","ratio.invasive.grass.to.forbs","2.12"
"0517","litter","49.89"
"0517","litter.depth","2.53"
"0517","poapra","39.49"
"0517","broine","0.37"
"0517","forb.cover","54.8"
"0517","ave.forb.richness.quad","7.72"
"0517","max.forb.richness.quad","13"
"0517","forb.veg.richness","50"
"0517","forb.veg.shannon","3.02"
"0517","forb.veg.simpson","12.25"
"0517","forb.veg.even","0.77"
"0517","ratio.invasive.grass.to.forbs","0.73"
"0521","litter","51.54"
"0521","litter.depth","1.3"
"0521","poapra","32.23"
"0521","broine","0.51"
"0521","forb.cover","65.3"
"0521","ave.forb.richness.quad","7.09"
"0521","max.forb.richness.quad","14"
"0521","forb.veg.richness","45"
"0521","forb.veg.shannon","3.09"
"0521","forb.veg.simpson","15.13"
"0521","forb.veg.even","0.81"
"0521","ratio.invasive.grass.to.forbs","0.5"
"0353","litter","48.85"
"0353","litter.depth","1.34"
"0353","poapra","14.29"
"0353","broine","0"
"0353","forb.cover","28.28"
"0353","ave.forb.richness.quad","3.82"
"0353","max.forb.richness.quad","8"
"0353","forb.veg.richness","35"
"0353","forb.veg.shannon","2.56"
"0353","forb.veg.simpson","6.91"
"0353","forb.veg.even","0.72"
"0353","ratio.invasive.grass.to.forbs","0.51"
"0361","litter","62.84"
"0361","litter.depth","7.28"
"0361","poapra","20.17"
"0361","broine","20.78"
"0361","forb.cover","21.76"
"0361","ave.forb.richness.quad","4"
"0361","max.forb.richness.quad","11"
"0361","forb.veg.richness","35"
"0361","forb.veg.shannon","2.88"
"0361","forb.veg.simpson","13.22"
"0361","forb.veg.even","0.81"
"0361","ratio.invasive.grass.to.forbs","1.88"
"0387","litter","21.05"
"0387","litter.depth","2.45"
"0387","poapra","36.99"
"0387","broine","0"
"0387","forb.cover","65"
"0387","ave.forb.richness.quad","4.78"
"0387","max.forb.richness.quad","10"
"0387","forb.veg.richness","41"
"0387","forb.veg.shannon","2.55"
"0387","forb.veg.simpson","6.8"
"0387","forb.veg.even","0.69"
"0387","ratio.invasive.grass.to.forbs","0.57"
"0389","litter","24.63"
"0389","litter.depth","3.42"
"0389","poapra","47.47"
"0389","broine","4.86"
"0389","forb.cover","38.65"
"0389","ave.forb.richness.quad","4.43"
"0389","max.forb.richness.quad","11"
"0389","forb.veg.richness","52"
"0389","forb.veg.shannon","2.98"
"0389","forb.veg.simpson","10.89"
"0389","forb.veg.even","0.75"
"0389","ratio.invasive.grass.to.forbs","1.35"
"0363","litter","54.53"
"0363","litter.depth","2.27"
"0363","poapra","17.26"
"0363","broine","8.85"
"0363","forb.cover","26.66"
"0363","ave.forb.richness.quad","4.92"
"0363","max.forb.richness.quad","12"
"0363","forb.veg.richness","35"
"0363","forb.veg.shannon","2.77"
"0363","forb.veg.simpson","11.66"
"0363","forb.veg.even","0.78"
"0363","ratio.invasive.grass.to.forbs","0.98"
"0493","litter","33.51"
"0493","litter.depth","5.45"
"0493","poapra","28.51"
"0493","broine","5.51"
"0493","forb.cover","31.72"
"0493","ave.forb.richness.quad","3.69"
"0493","max.forb.richness.quad","9"
"0493","forb.veg.richness","42"
"0493","forb.veg.shannon","2.87"
"0493","forb.veg.simpson","10.3"
"0493","forb.veg.even","0.77"
"0493","ratio.invasive.grass.to.forbs","1.07"
"0429","litter","29.05"
"0429","litter.depth","1.72"
"0429","poapra","28.07"
"0429","broine","13.34"
"0429","forb.cover","38.14"
"0429","ave.forb.richness.quad","2.89"
"0429","max.forb.richness.quad","6"
"0429","forb.veg.richness","18"
"0429","forb.veg.shannon","1.98"
"0429","forb.veg.simpson","5.2"
"0429","forb.veg.even","0.68"
"0429","ratio.invasive.grass.to.forbs","1.09"
"0617","litter","15.1"
"0617","litter.depth","1.36"
"0617","poapra","41.39"
"0617","broine","0.68"
"0617","forb.cover","19.53"
"0617","ave.forb.richness.quad","2.99"
"0617","max.forb.richness.quad","7"
"0617","forb.veg.richness","36"
"0617","forb.veg.shannon","2.72"
"0617","forb.veg.simpson","9.49"
"0617","forb.veg.even","0.76"
"0617","ratio.invasive.grass.to.forbs","2.15"
"0581","litter","33.68"
"0581","litter.depth","1.13"
"0581","poapra","19.12"
"0581","broine","5.74"
"0581","forb.cover","21.25"
"0581","ave.forb.richness.quad","4.15"
"0581","max.forb.richness.quad","9"
"0581","forb.veg.richness","42"
"0581","forb.veg.shannon","2.56"
"0581","forb.veg.simpson","7.21"
"0581","forb.veg.even","0.69"
"0581","ratio.invasive.grass.to.forbs","1.17"
"0579","litter","25.71"
"0579","litter.depth","0.91"
"0579","poapra","37.16"
"0579","broine","0.84"
"0579","forb.cover","23.48"
"0579","ave.forb.richness.quad","4.07"
"0579","max.forb.richness.quad","7"
"0579","forb.veg.richness","37"
"0579","forb.veg.shannon","2.8"
"0579","forb.veg.simpson","9.91"
"0579","forb.veg.even","0.77"
"0579","ratio.invasive.grass.to.forbs","1.62"
"0481","litter","35.98"
"0481","litter.depth","3.39"
"0481","poapra","10.1"
"0481","broine","45.54"
"0481","forb.cover","16.39"
"0481","ave.forb.richness.quad","2.72"
"0481","max.forb.richness.quad","7"
"0481","forb.veg.richness","35"
"0481","forb.veg.shannon","2.74"
"0481","forb.veg.simpson","10.35"
"0481","forb.veg.even","0.77"
"0481","ratio.invasive.grass.to.forbs","3.4"
"0551","litter","83.21"
"0551","litter.depth","2.92"
"0551","poapra","14.97"
"0551","broine","8.78"
"0551","forb.cover","52.64"
"0551","ave.forb.richness.quad","2.85"
"0551","max.forb.richness.quad","6"
"0551","forb.veg.richness","23"
"0551","forb.veg.shannon","1.72"
"0551","forb.veg.simpson","3.53"
"0551","forb.veg.even","0.55"
"0551","ratio.invasive.grass.to.forbs","0.45"
"0341","litter","57.64"
"0341","litter.depth","7.38"
"0341","poapra","38.68"
"0341","broine","1.59"
"0341","forb.cover","33.61"
"0341","ave.forb.richness.quad","3.81"
"0341","max.forb.richness.quad","9"
"0341","forb.veg.richness","39"
"0341","forb.veg.shannon","2.67"
"0341","forb.veg.simpson","8.44"
"0341","forb.veg.even","0.73"
"0341","ratio.invasive.grass.to.forbs","1.2"
"0509","litter","54.15"
"0509","litter.depth","3.58"
"0509","poapra","27.26"
"0509","broine","18.48"
"0509","forb.cover","50.14"
"0509","ave.forb.richness.quad","5.86"
"0509","max.forb.richness.quad","13"
"0509","forb.veg.richness","52"
"0509","forb.veg.shannon","3.14"
"0509","forb.veg.simpson","13.72"
"0509","forb.veg.even","0.8"
"0509","ratio.invasive.grass.to.forbs","0.91"
"0623","litter","30.71"
"0623","litter.depth","16.99"
"0623","poapra","23.92"
"0623","broine","46.59"
"0623","forb.cover","1.52"
"0623","ave.forb.richness.quad","0.46"
"0623","max.forb.richness.quad","3"
"0623","forb.veg.richness","16"
"0623","forb.veg.shannon","2.15"
"0623","forb.veg.simpson","5.18"
"0623","forb.veg.even","0.77"
"0623","ratio.invasive.grass.to.forbs","46.38"
"0405","litter","17.4"
"0405","litter.depth","2.14"
"0405","poapra","3.11"
"0405","broine","15.1"
"0405","forb.cover","60.51"
"0405","ave.forb.richness.quad","3.88"
"0405","max.forb.richness.quad","7"
"0405","forb.veg.richness","25"
"0405","forb.veg.shannon","2.12"
"0405","forb.veg.simpson","5.18"
"0405","forb.veg.even","0.66"
"0405","ratio.invasive.grass.to.forbs","0.3"
"0417","litter","30.54"
"0417","litter.depth","3.18"
"0417","poapra","9.56"
"0417","broine","23.07"
"0417","forb.cover","44.53"
"0417","ave.forb.richness.quad","4.11"
"0417","max.forb.richness.quad","9"
"0417","forb.veg.richness","23"
"0417","forb.veg.shannon","2.4"
"0417","forb.veg.simpson","9"
"0417","forb.veg.even","0.77"
"0417","ratio.invasive.grass.to.forbs","0.73"
"0565","litter","13.51"
"0565","litter.depth","1.16"
"0565","poapra","12.94"
"0565","broine","11.11"
"0565","forb.cover","36.89"
"0565","ave.forb.richness.quad","5.86"
"0565","max.forb.richness.quad","10"
"0565","forb.veg.richness","38"
"0565","forb.veg.shannon","2.67"
"0565","forb.veg.simpson","9.32"
"0565","forb.veg.even","0.73"
"0565","ratio.invasive.grass.to.forbs","0.65"
"0569","litter","21.32"
"0569","litter.depth","3.14"
"0569","poapra","50.84"
"0569","broine","0.27"
"0569","forb.cover","20.03"
"0569","ave.forb.richness.quad","4.34"
"0569","max.forb.richness.quad","10"
"0569","forb.veg.richness","35"
"0569","forb.veg.shannon","2.95"
"0569","forb.veg.simpson","13.14"
"0569","forb.veg.even","0.83"
"0569","ratio.invasive.grass.to.forbs","2.55"
"0351","litter","54.39"
"0351","litter.depth","4.35"
"0351","poapra","5"
"0351","broine","0.2"
"0351","forb.cover","50.03"
"0351","ave.forb.richness.quad","4.99"
"0351","max.forb.richness.quad","11"
"0351","forb.veg.richness","25"
"0351","forb.veg.shannon","2.17"
"0351","forb.veg.simpson","5.78"
"0351","forb.veg.even","0.67"
"0351","ratio.invasive.grass.to.forbs","0.1"
"0635","litter","41.55"
"0635","litter.depth","1.57"
"0635","poapra","25.98"
"0635","broine","4.19"
